Type,Name,Datatype,Justify,Cacheable,Length,Decimals,UnitType,Unit,Precision
CONNECTION,SECONDARY_2.CURRENT_PHASE,int,RIGHT,TRUE,5,0,,,
CONNECTION,SECONDARY_2.END_X,double,RIGHT,TRUE,20,0,Length,mm,
CONNECTION,SECONDARY_2.END_Y,double,RIGHT,TRUE,20,0,Length,mm,
CONNECTION,SECONDARY_2.END_Z,double,RIGHT,TRUE,20,0,Length,mm,
CONNECTION,SECONDARY_2.END_X_IN_WORK_PLANE,double,RIGHT,TRUE,20,0,Length,mm,
CONNECTION,SECONDARY_2.END_Y_IN_WORK_PLANE,double,RIGHT,TRUE,20,0,Length,mm,
CONNECTION,SECONDARY_2.END_Z_IN_WORK_PLANE,double,RIGHT,TRUE,20,0,Length,mm,
CONNECTION,SECONDARY_2.END1_ANGLE_Y,double,RIGHT,TRUE,7,2,Angle,Degrees,
CONNECTION,SECONDARY_2.END1_ANGLE_Z,double,RIGHT,TRUE,7,2,Angle,Degrees,
CONNECTION,SECONDARY_2.END1_CUT_ANGLE_Y,double,RIGHT,TRUE,7,2,Angle,Degrees,
CONNECTION,SECONDARY_2.END1_CUT_ANGLE_Z,double,RIGHT,TRUE,7,2,Angle,Degrees,
CONNECTION,SECONDARY_2.END1_CODE,string,LEFT,TRUE,12,0,,,
CONNECTION,SECONDARY_2.END1_SKEW,int,LEFT,TRUE,3,0,,,
CONNECTION,SECONDARY_2.END2_ANGLE_Y,double,RIGHT,TRUE,7,2,Angle,Degrees,
CONNECTION,SECONDARY_2.END2_ANGLE_Z,double,RIGHT,TRUE,7,2,Angle,Degrees,
CONNECTION,SECONDARY_2.END2_CUT_ANGLE_Y,double,RIGHT,TRUE,7,2,Angle,Degrees,
CONNECTION,SECONDARY_2.END2_CUT_ANGLE_Z,double,RIGHT,TRUE,7,2,Angle,Degrees,
CONNECTION,SECONDARY_2.END2_CODE,string,LEFT,TRUE,12,0,,,
CONNECTION,SECONDARY_2.END2_SKEW,int,LEFT,TRUE,3,0,,,
CONNECTION,SECONDARY_2.FINISH,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.FLANGE_LENGTH_B,double,LEFT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.FLANGE_LENGTH_U,double,LEFT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.GUID,string,LEFT,TRUE,40,0,,,
CONNECTION,SECONDARY_2.HAS_CONNECTIONS,int,LEFT,TRUE,1,0,,,
CONNECTION,SECONDARY_2.HAS_HOLES,int,LEFT,TRUE,1,0,,,
CONNECTION,SECONDARY_2.HEIGHT,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.ID,int,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.IS_ITEM,int,LEFT,TRUE,1,0,,,
CONNECTION,SECONDARY_2.IS_POLYBEAM,int,LEFT,TRUE,1,0,,,
CONNECTION,SECONDARY_2.LENGTH,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.LENGTH_GROSS,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.LENGTH_NET,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.MAIN_PART,int,LEFT,TRUE,1,0,,,
CONNECTION,SECONDARY_2.MATERIAL,string,LEFT,TRUE,7,0,,,
CONNECTION,SECONDARY_2.MATERIAL.ACTIVE_DESIGN_CODE,int,RIGHT,TRUE,3,0,,,
CONNECTION,SECONDARY_2.MATERIAL.ALIAS_NAME1,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.MATERIAL.ALIAS_NAME2,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.MATERIAL.ALIAS_NAME3,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.MATERIAL.MODULUS_OF_ELASTICITY,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.MATERIAL.PLATE_DENSITY,string,LEFT,TRUE,7,0,,,
CONNECTION,SECONDARY_2.MATERIAL.POISSONS_RATIO,string,LEFT,TRUE,7,0,,,
CONNECTION,SECONDARY_2.MATERIAL.PROFILE_DENSITY,string,LEFT,TRUE,7,0,,,
CONNECTION,SECONDARY_2.MATERIAL.THERMAL_DILATATION,string,LEFT,TRUE,7,0,,,
CONNECTION,SECONDARY_2.MODEL_TOTAL,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.NAME,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.NUMBER#1,int,LEFT,TRUE,5,0,,,
CONNECTION,SECONDARY_2.NUMBER_IN_PHASE(X),int,RIGHT,TRUE,3,0,,,
CONNECTION,SECONDARY_2.OBJECT_DESCRIPTION,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.OBJECT_LOCKED,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.OBJECT_TYPE,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.OWNER,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PAGE,int,LEFT,FALSE,2,0,,,
CONNECTION,SECONDARY_2.PART_POS,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PART_PREFIX,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PART_SERIAL_NUMBER,int,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PART_START_NUMBER,int,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PERIMETER,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PHASE,int,LEFT,TRUE,5,0,,,
CONNECTION,SECONDARY_2.PHASE.COMMENT,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.PHASE.NAME,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.PRELIM_MARK,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PROFILE,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.CANTILEVER,double,RIGHT,TRUE,7,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.COVER_AREA,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.PROFILE.CROSS_SECTION_AREA,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.PROFILE.ECCENTRICITY_X,int,RIGHT,TRUE,4,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.ECCENTRICITY_Y,int,RIGHT,TRUE,4,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.EDGE_FOLD,double,RIGHT,TRUE,7,2,,,
CONNECTION,SECONDARY_2.PROFILE.EDGE_FOLD_1,double,RIGHT,TRUE,7,2,,,
CONNECTION,SECONDARY_2.PROFILE.EDGE_FOLD_2,double,RIGHT,TRUE,7,2,,,
CONNECTION,SECONDARY_2.PROFILE.DIAMETER,double,RIGHT,TRUE,5,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.DIAMETER_1,double,RIGHT,TRUE,5,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.DIAMETER_2,double,RIGHT,TRUE,5,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_SLOPE_RATIO,double,RIGHT,TRUE,7,2,,,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_THICKNESS,double,RIGHT,TRUE,7,1,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_THICKNESS_1,double,RIGHT,TRUE,7,1,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_THICKNESS_2,double,RIGHT,TRUE,7,1,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_THICKNESS_B,double,RIGHT,TRUE,7,1,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_THICKNESS_U,double,RIGHT,TRUE,7,1,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_WIDTH,double,RIGHT,TRUE,7,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_WIDTH_1,double,RIGHT,TRUE,7,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_WIDTH_2,double,RIGHT,TRUE,7,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_WIDTH_B,double,RIGHT,TRUE,7,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.FLANGE_WIDTH_U,double,RIGHT,TRUE,7,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.ANGLE,double,RIGHT,TRUE,7,2,Angle,Degrees,
CONNECTION,SECONDARY_2.PROFILE.HEIGHT,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.HEIGHT_1,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.HEIGHT_2,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.HEIGHT_3,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.HEIGHT_4,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.MAJOR_AXIS_LENGTH_1,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.MAJOR_AXIS_LENGTH_2,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.MINOR_AXIS_LENGTH_1,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.MINOR_AXIS_LENGTH_2,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.MOMENT_OF_INERTIA_X,double,RIGHT,TRUE,7,2,Moment_of_inertia,mm4,
CONNECTION,SECONDARY_2.PROFILE.MOMENT_OF_INERTIA_Y,double,RIGHT,TRUE,7,2,Moment_of_inertia,mm4,
CONNECTION,SECONDARY_2.PROFILE.NEUTRAL_AXIS_LOCATION_ELASTIC_X,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PROFILE.NEUTRAL_AXIS_LOCATION_ELASTIC_Y,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PROFILE.NEUTRAL_AXIS_LOCATION_PLASTIC_X,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PROFILE.NEUTRAL_AXIS_LOCATION_PLASTIC_Y,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PROFILE.NORMALIZED_WARPING_CONSTANT,double,RIGHT,TRUE,7,2,,,
CONNECTION,SECONDARY_2.PROFILE.PLASTIC_MODULUS_X,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PROFILE.PLASTIC_MODULUS_Y,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PROFILE.PLATE_THICKNESS,double,RIGHT,TRUE,7,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.POLAR_RADIUS_OF_GYRATION,double,RIGHT,TRUE,7,2,,,
CONNECTION,SECONDARY_2.PROFILE.RADIUS_OF_GYRATION_X,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.RADIUS_OF_GYRATION_Y,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.ROUNDING_RADIUS,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.ROUNDING_RADIUS_1,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.ROUNDING_RADIUS_2,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.SECTION_MODULUS_X,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.SECTION_MODULUS_Y,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.SHEAR_CENTER_LOCATION,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.SORT_OF_E_x_Cw_PER_G_x_J,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.STATICAL_MOMENT_Qf,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.STATICAL_MOMENT_Qw,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.STIFFENER_DIMENSION,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.STIFFENER_DIMENSION_1,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.STIFFENER_DIMENSION_2,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.STIFFENER_DIMENSION_3,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.SUBTYPE,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.TANGENT_OF_PRINCIPAL_AXIS_ANGLE,double,RIGHT,TRUE,7,2,Angle,Degrees,
CONNECTION,SECONDARY_2.PROFILE.TORSIONAL_CONSTANT,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.WARPING_CONSTANT,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.WARPING_STATICAL_MOMENT,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.WEB_THICKNESS,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.WEB_THICKNESS_1,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.WEB_THICKNESS_2,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE.WEIGHT_PER_UNIT_LENGTH,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.PROFILE.WIDTH,int,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PROFILE.WIDTH_1,int,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PROFILE.WIDTH_2,int,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.PROFILE_TYPE,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE_WEIGHT,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.PROFILE_WEIGHT_NET,string,LEFT,TRUE,14,0,,,
CONNECTION,SECONDARY_2.ROW_IN_PAGE,int,LEFT,FALSE,2,0,,,
CONNECTION,SECONDARY_2.SIMILAR_TO_MAIN_PART,int,LEFT,TRUE,1,0,,,
CONNECTION,SECONDARY_2.SAWING_ITEM,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.START_X,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.START_Y,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.START_Z,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.START_X_IN_WORK_PLANE,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.START_Y_IN_WORK_PLANE,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.START_Z_IN_WORK_PLANE,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.SUPPLEMENT_PART_WEIGHT,double,LEFT,TRUE,8,0,Weight,kg,
CONNECTION,SECONDARY_2.TOP_LEVEL,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.TOP_LEVEL_GLOBAL,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.TOP_LEVEL_UNFORMATTED,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.TOP_LEVEL_GLOBAL_UNFORMATTED,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.WEB_LENGTH,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.WEIGHT,double,RIGHT,TRUE,8,0,Weight,kg,
CONNECTION,SECONDARY_2.WEIGHT_GROSS,double,RIGHT,TRUE,8,0,Weight,kg,
CONNECTION,SECONDARY_2.WEIGHT_M,double,RIGHT,TRUE,8,0,Weight,kg,
CONNECTION,SECONDARY_2.WEIGHT_NET,double,RIGHT,TRUE,8,0,Weight,kg,
CONNECTION,SECONDARY_2.WIDTH,int,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.VOLUME,double,RIGHT,TRUE,8,2,Volume,m3,
CONNECTION,SECONDARY_2.VOLUME_GROSS,double,RIGHT,TRUE,8,2,Volume,m3,
CONNECTION,SECONDARY_2.VOLUME_NET,double,RIGHT,TRUE,8,2,Volume,m3,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PLAN,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_GXY_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_GXZ_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_GYZ_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_GXY_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_GXZ_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_GYZ_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_XY_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_XZ_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_YZ_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_XY_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_XZ_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PROJECTION_YZ_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PGZ,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_NGZ,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PGX,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_NGX,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PGY,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_NGY,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PZ,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_NZ,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PX,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_NX,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_PY,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.AREA_NY,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_BOTTOM_LEVEL,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_BOTTOM_LEVEL_GLOBAL,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_BOTTOM_LEVEL_UNFORMATTED,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_BOTTOM_LEVEL_GLOBAL_UNFORMATTED,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_NAME,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_PLWEIGHT,double,RIGHT,TRUE,10,0,Weight,kg,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_POS,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_POSITION_CODE,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_PREFIX,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_SERIAL_NUMBER,int,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_START_NUMBER,int,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_TOP_LEVEL,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_TOP_LEVEL_GLOBAL,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_TOP_LEVEL_UNFORMATTED,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ASSEMBLY_TOP_LEVEL_GLOBAL_UNFORMATTED,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.BOTTOM_LEVEL,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.BOTTOM_LEVEL_GLOBAL,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.BOTTOM_LEVEL_UNFORMATTED,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.BOTTOM_LEVEL_GLOBAL_UNFORMATTED,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.COG_X,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.ASSEMBLY.COG_Y,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.ASSEMBLY.COG_Z,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.ASSEMBLY.GUID,string,LEFT,TRUE,40,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.HIERARCHY_LEVEL,int,RIGHT,TRUE,2,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.ID,int,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.LENGTH,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.ASSEMBLY.LENGTH_GROSS,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.ASSEMBLY.LENGTH_NET,double,RIGHT,TRUE,8,0,Length,mm,
CONNECTION,SECONDARY_2.ASSEMBLY.LOT_NAME,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.LOT_NUMBER,int,LEFT,TRUE,5,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.MATERIAL_TYPE,string,LEFT,TRUE,7,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.MODEL_TOTAL,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.PHASE,int,LEFT,TRUE,5,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.PHASE.COMMENT,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.PHASE.NAME,string,LEFT,TRUE,20,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.PRELIM_ASSEM_MARK,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.SUPPLEMENT_PART_WEIGHT,double,LEFT,TRUE,8,0,Weight,kg,
CONNECTION,SECONDARY_2.ASSEMBLY.TOP_LEVEL,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.TOP_LEVEL_GLOBAL,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.TOP_LEVEL_UNFORMATTED,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.TOP_LEVEL_GLOBAL_UNFORMATTED,string,LEFT,TRUE,10,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.WEIGHT,double,RIGHT,TRUE,8,0,Weight,kg,
CONNECTION,SECONDARY_2.ASSEMBLY.WEIGHT_GROSS,double,RIGHT,TRUE,8,0,Weight,kg,
CONNECTION,SECONDARY_2.ASSEMBLY.WEIGHT_NET,double,RIGHT,TRUE,8,0,Weight,kg,
CONNECTION,SECONDARY_2.ASSEMBLY.VOLUME,double,RIGHT,TRUE,8,2,Volume,m3,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.ACN,int,LEFT,TRUE,5,0,,,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PER_TONS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PLAN,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_GXY_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_GXZ_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_GYZ_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_GXY_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_GXZ_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_GYZ_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_XY_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_XZ_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_YZ_NET,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_XY_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
CONNECTION,SECONDARY_2.ASSEMBLY.MAINPART.AREA_PROJECTION_XZ_GROSS,double,RIGHT,TRUE,8,0,Area,m2,
